Temp Definition °C,Dew Point Definition °C,Rel Hum Definition %,Precip. Amount Definition mm,Wind Dir Definition 10's deg,Wind Spd Definition km/h,Visibility Definition km,Stn Press Definition kPa,Hmdx Definition,Wind Chill Definition,Weather Definition,datetime
18.9,6.9,45,0.0,5,32,16.1,100.87,,,LegendNANA,2023-05-29 22:00:00
17.6,7.5,51,0.0,7,17,16.1,100.9,,,LegendNANA,2023-05-29 23:00:00
17.7,7.1,50,0.0,6,17,16.1,100.91,,,LegendNANA,2023-05-30 00:00:00
17.1,7.4,53,0.0,6,18,16.1,100.9,,,LegendNANA,2023-05-30 01:00:00
16.1,8.3,60,0.0,7,15,16.1,100.89,,,LegendNANA,2023-05-30 02:00:00
15.6,8.7,63,0.0,7,15,16.1,100.89,,,LegendNANA,2023-05-30 03:00:00
15.7,8.7,63,0.0,7,17,16.1,100.9,,,LegendNANA,2023-05-30 04:00:00
16.4,7.3,54,0.0,6,17,16.1,100.93,,,LegendNANA,2023-05-30 05:00:00
17.4,6.1,47,0.0,6,22,16.1,100.97,,,LegendNANA,2023-05-30 06:00:00
18.1,6.9,48,0.0,6,22,16.1,101.02,,,LegendNANA,2023-05-30 07:00:00
18.2,6.7,47,0.0,6,24,16.1,101.08,,,LegendNANA,2023-05-30 08:00:00
18.5,7.8,49,0.0,7,18,16.1,101.09,,,LegendNANA,2023-05-30 09:00:00
18.2,7.2,48,0.0,9,18,16.1,101.08,,,LegendNANA,2023-05-30 10:00:00
17.8,9.5,58,0.0,8,17,16.1,101.07,,,LegendNANA,2023-05-30 11:00:00
18.3,10.2,59,0.0,8,18,16.1,101.03,,,LegendNANA,2023-05-30 12:00:00
18.7,11.8,64,0.0,8,15,16.1,101.0,,,LegendNANA,2023-05-30 13:00:00
18.7,11.8,64,0.0,8,15,16.1,100.96,,,LegendNANA,2023-05-30 14:00:00
19.0,12.2,64,0.0,9,15,16.1,100.92,,,LegendNANA,2023-05-30 15:00:00
19.1,11.2,60,0.0,8,18,16.1,100.89,,,LegendNANA,2023-05-30 16:00:00
18.6,11.1,61,0.0,8,22,16.1,100.85,,,LegendNANA,2023-05-30 17:00:00
19.2,10.9,58,0.0,9,17,16.1,100.82,,,LegendNANA,2023-05-30 18:00:00
17.5,11.9,69,0.0,8,17,16.1,100.86,,,LegendNANA,2023-05-30 19:00:00
17.3,12.5,73,0.0,6,21,16.1,100.88,,,LegendNANA,2023-05-30 20:00:00
18.1,12.4,69,0.0,9,13,16.1,100.92,,,LegendNANA,2023-05-30 21:00:00
19.3,12.9,66,0.0,10,11,16.1,100.91,,,LegendNANA,2023-05-30 22:00:00
18.9,12.7,67,0.0,9,11,16.1,100.92,,,LegendNANA,2023-05-30 23:00:00
15.8,13.1,84,0.0,23,5,16.1,100.92,,,LegendNANA,2023-05-31 00:00:00
15.9,13.2,84,0.0,,0,16.1,100.92,,,LegendNANA,2023-05-31 01:00:00
16.5,12.8,78,0.0,,0,16.1,100.95,,,LegendNANA,2023-05-31 02:00:00
15.6,12.9,84,0.0,LegendMM,4,16.1,100.98,,,LegendNANA,2023-05-31 03:00:00
15.2,13.3,88,0.0,27,5,16.1,101.05,,,LegendNANA,2023-05-31 04:00:00
15.7,12.9,83,0.0,LegendMM,4,16.1,101.08,,,LegendNANA,2023-05-31 05:00:00
17.0,13.4,79,0.0,18,8,16.1,101.12,,,LegendNANA,2023-05-31 06:00:00
17.6,13.7,78,0.0,21,8,16.1,101.17,,,LegendNANA,2023-05-31 07:00:00
18.3,13.1,71,0.0,24,9,16.1,101.21,,,LegendNANA,2023-05-31 08:00:00
19.5,14.0,70,0.0,19,5,16.1,101.22,,,LegendNANA,2023-05-31 09:00:00
21.0,13.5,62,0.0,18,5,16.1,101.21,,,LegendNANA,2023-05-31 10:00:00
22.1,13.9,59,0.0,21,8,16.1,101.18,25.0,,LegendNANA,2023-05-31 11:00:00
23.6,13.7,53,0.0,22,9,16.1,101.14,27.0,,LegendNANA,2023-05-31 12:00:00
25.5,14.6,50,0.0,20,9,16.1,101.08,29.0,,LegendNANA,2023-05-31 13:00:00
26.6,13.9,45,0.0,17,11,16.1,101.03,30.0,,LegendNANA,2023-05-31 14:00:00
26.3,14.2,47,0.0,20,9,16.1,100.99,30.0,,LegendNANA,2023-05-31 15:00:00
25.0,14.8,53,0.0,23,8,16.1,100.97,29.0,,LegendNANA,2023-05-31 16:00:00
24.1,15.2,57,0.0,27,8,16.1,100.92,28.0,,LegendNANA,2023-05-31 17:00:00
23.9,15.0,57,0.0,26,5,16.1,100.88,28.0,,LegendNANA,2023-05-31 18:00:00
24.2,14.5,54,0.0,30,11,16.1,100.88,28.0,,LegendNANA,2023-05-31 19:00:00
23.0,13.4,54,0.0,31,11,16.1,100.88,26.0,,LegendNANA,2023-05-31 20:00:00
21.1,12.7,58,0.0,,0,16.1,100.95,,,LegendNANA,2023-05-31 21:00:00
19.5,14.3,72,0.0,8,13,16.1,100.97,,,LegendNANA,2023-05-31 22:00:00
19.7,15.0,74,0.0,8,15,16.1,100.99,,,LegendNANA,2023-05-31 23:00:00
19.2,14.2,73,0.0,,0,16.1,101.0,,,LegendNANA,2023-06-01 00:00:00
18.7,14.4,76,0.0,,0,16.1,101.0,,,LegendNANA,2023-06-01 01:00:00
19.3,15.0,76,0.0,,0,16.1,100.97,,,LegendNANA,2023-06-01 02:00:00
17.7,14.3,80,0.0,22,5,16.1,101.01,,,LegendNANA,2023-06-01 03:00:00
18.1,14.6,80,0.0,23,9,16.1,101.03,,,LegendNANA,2023-06-01 04:00:00
17.3,15.3,88,0.0,22,5,16.1,101.07,,,LegendNANA,2023-06-01 05:00:00
19.2,15.8,81,0.0,26,9,16.1,101.08,,,LegendNANA,2023-06-01 06:00:00
20.5,15.7,74,0.0,21,5,16.1,101.1,25.0,,LegendNANA,2023-06-01 07:00:00
20.6,15.7,73,0.0,27,9,16.1,101.14,25.0,,LegendNANA,2023-06-01 08:00:00
22.2,15.7,66,0.0,7,13,16.1,101.16,27.0,,LegendNANA,2023-06-01 09:00:00
24.0,16.5,62,0.0,LegendMM,5,16.1,101.17,29.0,,LegendNANA,2023-06-01 10:00:00
24.1,15.5,58,0.0,25,9,16.1,101.16,28.0,,LegendNANA,2023-06-01 11:00:00
27.9,14.5,43,0.0,LegendMM,11,16.1,101.1,32.0,,LegendNANA,2023-06-01 12:00:00
26.8,13.7,44,0.0,20,9,16.1,101.03,30.0,,LegendNANA,2023-06-01 13:00:00
27.1,14.6,46,0.0,19,11,16.1,100.99,31.0,,LegendNANA,2023-06-01 14:00:00
26.5,15.4,50,0.0,24,8,16.1,100.93,31.0,,LegendNANA,2023-06-01 15:00:00
26.6,16.4,53,0.0,23,9,16.1,100.87,31.0,,LegendNANA,2023-06-01 16:00:00
26.4,12.7,42,0.0,27,11,16.1,100.83,29.0,,LegendNANA,2023-06-01 17:00:00
25.9,14.3,48,0.0,28,9,16.1,100.8,29.0,,LegendNANA,2023-06-01 18:00:00
25.7,12.8,44,0.0,28,11,16.1,100.8,28.0,,LegendNANA,2023-06-01 19:00:00
27.1,11.1,36,0.0,25,9,16.1,100.85,29.0,,LegendNANA,2023-06-01 20:00:00
25.2,12.5,45,0.0,31,9,16.1,100.89,28.0,,LegendNANA,2023-06-01 21:00:00
23.0,14.9,60,0.0,,0,16.1,100.91,27.0,,LegendNANA,2023-06-01 22:00:00
24.8,13.0,47,0.0,32,17,16.1,100.9,28.0,,LegendNANA,2023-06-01 23:00:00
23.8,11.9,47,0.0,31,11,16.1,100.87,26.0,,LegendNANA,2023-06-02 00:00:00
20.1,14.3,69,0.0,LegendMM,4,16.1,100.86,,,LegendNANA,2023-06-02 01:00:00
23.1,11.1,46,0.0,32,9,16.1,100.79,25.0,,LegendNANA,2023-06-02 02:00:00
20.3,11.4,56,0.0,LegendMM,11,16.1,100.73,,,LegendNANA,2023-06-02 03:00:00
23.6,11.0,45,0.0,32,17,16.1,100.72,25.0,,LegendNANA,2023-06-02 04:00:00
20.6,12.9,61,0.0,19,5,16.1,100.78,,,LegendNANA,2023-06-02 05:00:00
19.7,13.4,66,0.0,27,13,16.1,100.81,,,LegendNANA,2023-06-02 06:00:00
21.3,14.0,63,0.0,28,11,16.1,100.83,25.0,,LegendNANA,2023-06-02 07:00:00
25.9,14.3,48,0.0,32,13,16.1,100.85,29.0,,LegendNANA,2023-06-02 08:00:00
28.0,15.1,45,0.0,30,9,16.1,100.83,32.0,,LegendNANA,2023-06-02 09:00:00
24.7,16.0,58,0.0,19,11,16.1,100.81,29.0,,LegendNANA,2023-06-02 10:00:00
26.9,16.1,51,0.0,19,11,16.1,100.77,32.0,,LegendNANA,2023-06-02 11:00:00
28.0,16.6,49,0.0,19,13,16.1,100.71,33.0,,LegendNANA,2023-06-02 12:00:00
25.1,16.1,57,0.0,19,15,16.1,100.67,30.0,,LegendNANA,2023-06-02 13:00:00
30.8,15.7,40,0.0,32,17,16.1,100.62,35.0,,LegendNANA,2023-06-02 14:00:00
32.0,15.3,36,0.0,2,9,16.1,100.52,36.0,,LegendNANA,2023-06-02 15:00:00
31.7,14.1,34,0.0,2,11,16.1,100.47,35.0,,LegendNANA,2023-06-02 16:00:00
31.0,15.6,39,0.0,5,13,16.1,100.47,35.0,,LegendNANA,2023-06-02 17:00:00
27.4,15.6,48,0.0,4,34,16.1,100.51,32.0,,Thunderstorms,2023-06-02 18:00:00
25.4,18.6,65,2.0,32,13,16.1,100.48,32.0,,Thunderstorms,2023-06-02 19:00:00
27.4,16.8,52,0.0,34,13,16.1,100.51,33.0,,LegendNANA,2023-06-02 20:00:00
25.9,18.2,62,0.0,33,15,16.1,100.55,32.0,,LegendNANA,2023-06-02 21:00:00
25.6,17.9,62,0.0,34,13,16.1,100.54,32.0,,LegendNANA,2023-06-02 22:00:00
25.3,17.9,63,0.0,33,9,16.1,100.59,31.0,,LegendNANA,2023-06-02 23:00:00
25.2,17.3,61,0.0,34,15,16.1,100.54,31.0,,LegendNANA,2023-06-03 00:00:00
24.4,17.0,63,0.0,34,18,16.1,100.51,30.0,,LegendNANA,2023-06-03 01:00:00
24.1,16.7,63,0.0,36,15,16.1,100.54,29.0,,LegendNANA,2023-06-03 02:00:00
23.0,14.9,60,0.0,5,26,16.1,100.59,27.0,,LegendNANA,2023-06-03 03:00:00
21.8,15.0,65,0.0,6,30,16.1,100.62,26.0,,LegendNANA,2023-06-03 04:00:00
21.0,14.8,67,0.0,6,26,16.1,100.69,25.0,,LegendNANA,2023-06-03 05:00:00
20.7,13.5,63,0.0,6,28,16.1,100.77,,,LegendNANA,2023-06-03 06:00:00
20.3,14.0,67,0.0,8,18,16.1,100.86,,,LegendNANA,2023-06-03 07:00:00
19.2,14.2,72,0.0,7,28,16.1,100.96,,,LegendNANA,2023-06-03 08:00:00
18.0,14.3,79,0.0,9,18,16.1,101.0,,,LegendNANA,2023-06-03 09:00:00
17.9,13.5,75,0.0,8,18,16.1,101.06,,,LegendNANA,2023-06-03 10:00:00
18.1,13.0,72,0.0,8,18,16.1,101.08,,,LegendNANA,2023-06-03 11:00:00
18.4,13.2,72,0.0,7,18,16.1,101.09,,,LegendNANA,2023-06-03 12:00:00
18.1,12.9,71,0.0,8,18,16.1,101.08,,,LegendNANA,2023-06-03 13:00:00
18.3,13.0,71,0.0,7,18,16.1,101.08,,,LegendNANA,2023-06-03 14:00:00
18.7,12.3,66,0.0,8,18,16.1,101.08,,,LegendNANA,2023-06-03 15:00:00
17.8,13.2,74,0.0,6,18,16.1,101.06,,,LegendNANA,2023-06-03 16:00:00
18.3,11.6,64,0.0,9,15,16.1,101.04,,,LegendNANA,2023-06-03 17:00:00
18.1,11.5,65,0.0,8,17,16.1,101.04,,,LegendNANA,2023-06-03 18:00:00
17.4,11.1,66,0.0,8,18,16.1,101.07,,,LegendNANA,2023-06-03 19:00:00
16.6,11.8,73,0.0,7,24,16.1,101.09,,,LegendNANA,2023-06-03 20:00:00
16.2,11.9,75,0.0,6,26,16.1,101.13,,,LegendNANA,2023-06-03 21:00:00
15.5,11.3,76,0.0,7,11,16.1,101.16,,,LegendNANA,2023-06-03 22:00:00
16.2,8.8,61,0.0,6,30,16.1,101.2,,,LegendNANA,2023-06-03 23:00:00
16.0,7.7,57,0.0,5,30,16.1,101.19,,,LegendNANA,2023-06-04 00:00:00
15.7,7.2,57,0.0,5,35,16.1,101.14,,,LegendNANA,2023-06-04 01:00:00
15.1,6.5,56,0.0,6,21,16.1,101.14,,,LegendNANA,2023-06-04 02:00:00
14.9,5.3,52,0.0,5,32,16.1,101.13,,,LegendNANA,2023-06-04 03:00:00
14.5,4.8,52,0.0,5,30,16.1,101.12,,,LegendNANA,2023-06-04 04:00:00
14.0,5.0,54,0.0,5,28,16.1,101.15,,,LegendNANA,2023-06-04 05:00:00
14.7,5.0,52,0.0,5,28,16.1,101.19,,,LegendNANA,2023-06-04 06:00:00
16.0,5.1,48,0.0,7,18,16.1,101.24,,,LegendNANA,2023-06-04 07:00:00
16.8,4.5,44,0.0,6,21,16.1,101.3,,,LegendNANA,2023-06-04 08:00:00
16.7,5.2,46,0.0,7,24,16.1,101.3,,,LegendNANA,2023-06-04 09:00:00
16.8,7.7,55,0.0,8,17,16.1,101.3,,,LegendNANA,2023-06-04 10:00:00
17.0,6.4,49,0.0,10,17,16.1,101.25,,,LegendNANA,2023-06-04 11:00:00
17.2,7.6,53,0.0,12,17,16.1,101.17,,,LegendNANA,2023-06-04 12:00:00
17.1,7.0,51,0.0,13,11,16.1,101.1,,,LegendNANA,2023-06-04 13:00:00
16.2,8.5,60,0.0,19,9,16.1,101.04,,,LegendNANA,2023-06-04 14:00:00
16.7,8.6,58,0.0,19,9,16.1,101.0,,,LegendNANA,2023-06-04 15:00:00
16.9,8.2,56,0.0,22,8,16.1,100.97,,,LegendNANA,2023-06-04 16:00:00
17.0,6.9,51,0.0,23,5,16.1,100.9,,,LegendNANA,2023-06-04 17:00:00
16.6,9.7,63,0.0,23,8,16.1,100.91,,,LegendNANA,2023-06-04 18:00:00
16.0,9.2,64,0.0,22,5,16.1,100.89,,,LegendNANA,2023-06-04 19:00:00
16.2,9.4,64,0.0,26,5,16.1,100.88,,,LegendNANA,2023-06-04 20:00:00
17.4,3.5,39,0.0,34,5,16.1,100.92,,,LegendNANA,2023-06-04 21:00:00
16.8,3.6,41,0.0,27,9,16.1,100.92,,,LegendNANA,2023-06-04 22:00:00
16.6,4.1,43,0.0,28,8,16.1,100.86,,,LegendNANA,2023-06-04 23:00:00
16.5,4.0,43,0.0,28,8,16.1,100.83,,,LegendNANA,2023-06-05 00:00:00
15.7,6.5,54,0.0,27,5,16.1,100.83,,,LegendNANA,2023-06-05 01:00:00
15.9,6.3,53,0.0,31,13,16.1,100.79,,,LegendNANA,2023-06-05 02:00:00
15.6,7.1,57,0.0,30,5,16.1,100.76,,,LegendNANA,2023-06-05 03:00:00
14.8,8.0,64,0.0,28,9,16.1,100.76,,,LegendNANA,2023-06-05 04:00:00
15.2,7.8,61,0.0,31,15,16.1,100.76,,,LegendNANA,2023-06-05 05:00:00
16.0,7.4,56,0.0,35,5,16.1,100.77,,,LegendNANA,2023-06-05 06:00:00
16.3,9.3,63,0.0,6,9,16.1,100.79,,,LegendNANA,2023-06-05 07:00:00
16.7,10.4,66,0.0,LegendMM,4,16.1,100.78,,,LegendNANA,2023-06-05 08:00:00
17.4,11.8,70,0.0,20,11,16.1,100.78,,,LegendNANA,2023-06-05 09:00:00
18.7,9.1,53,0.0,18,5,16.1,100.75,,,LegendNANA,2023-06-05 10:00:00
18.1,11.9,67,0.0,20,13,16.1,100.71,,,LegendNANA,2023-06-05 11:00:00
17.8,12.1,69,0.0,21,11,16.1,100.66,,,LegendNANA,2023-06-05 12:00:00
18.3,10.7,61,0.0,20,9,16.1,100.59,,,LegendNANA,2023-06-05 13:00:00
18.8,10.8,59,0.0,18,9,16.1,100.51,,,LegendNANA,2023-06-05 14:00:00
18.6,12.0,65,0.0,22,9,16.1,100.45,,,LegendNANA,2023-06-05 15:00:00
18.9,11.1,60,0.0,28,5,16.1,100.4,,,LegendNANA,2023-06-05 16:00:00
19.7,10.8,56,0.0,24,5,16.1,100.35,,,LegendNANA,2023-06-05 17:00:00
19.8,9.7,52,0.0,LegendMM,5,16.1,100.33,,,LegendNANA,2023-06-05 18:00:00
20.3,8.7,47,0.0,23,8,16.1,100.32,,,LegendNANA,2023-06-05 19:00:00
20.2,9.3,49,0.0,27,8,16.1,100.32,,,LegendNANA,2023-06-05 20:00:00
17.9,10.3,61,0.0,25,4,16.1,100.32,,,LegendNANA,2023-06-05 21:00:00
19.8,11.9,60,0.0,31,9,16.1,100.29,,,LegendNANA,2023-06-05 22:00:00
19.4,13.6,69,0.0,31,13,16.1,100.27,,,LegendNANA,2023-06-05 23:00:00
19.2,11.8,62,0.0,33,13,16.1,100.23,,,LegendNANA,2023-06-06 00:00:00
18.6,11.5,63,0.0,33,15,16.1,100.18,,,LegendNANA,2023-06-06 01:00:00
18.1,11.3,64,0.0,32,18,16.1,100.17,,,LegendNANA,2023-06-06 02:00:00
18.2,10.2,59,0.0,35,18,16.1,100.12,,,LegendNANA,2023-06-06 03:00:00
17.7,10.1,61,0.0,34,17,16.1,100.13,,,LegendNANA,2023-06-06 04:00:00
16.9,9.7,62,0.0,34,22,16.1,100.16,,,LegendNANA,2023-06-06 05:00:00
16.7,9.4,62,0.0,35,18,16.1,100.16,,,LegendNANA,2023-06-06 06:00:00
17.4,9.0,57,0.0,35,26,16.1,100.17,,,LegendNANA,2023-06-06 07:00:00
18.5,9.0,54,0.0,33,21,16.1,100.18,,,LegendNANA,2023-06-06 08:00:00
19.0,9.0,52,0.0,33,18,16.1,100.16,,,LegendNANA,2023-06-06 09:00:00
20.5,10.0,50,0.0,33,26,16.1,100.1,,,LegendNANA,2023-06-06 10:00:00
20.9,8.7,45,0.0,34,28,16.1,100.05,,,LegendNANA,2023-06-06 11:00:00
21.8,6.8,38,0.0,35,30,14.5,100.0,,,LegendNANA,2023-06-06 12:00:00
22.1,6.8,37,0.0,31,15,12.9,99.96,,,LegendNANA,2023-06-06 13:00:00
23.0,8.1,38,0.0,34,17,11.3,99.88,,,LegendNANA,2023-06-06 14:00:00
23.0,7.0,35,0.0,33,21,14.5,99.85,,,LegendNANA,2023-06-06 15:00:00
22.7,7.9,38,0.0,33,28,12.9,99.86,,,LegendNANA,2023-06-06 16:00:00
22.3,5.9,34,0.0,32,30,16.1,99.85,,,LegendNANA,2023-06-06 17:00:00
21.3,5.4,35,0.0,32,34,16.1,99.86,,,LegendNANA,2023-06-06 18:00:00
20.6,4.3,34,0.0,32,32,16.1,99.88,,,LegendNANA,2023-06-06 19:00:00
19.5,4.4,37,0.0,33,15,16.1,99.93,,,LegendNANA,2023-06-06 20:00:00
18.6,4.5,39,0.0,32,13,16.1,99.98,,,LegendNANA,2023-06-06 21:00:00
17.5,4.8,43,0.0,32,15,16.1,100.0,,,LegendNANA,2023-06-06 22:00:00
17.0,4.0,42,0.0,34,13,16.1,100.0,,,LegendNANA,2023-06-06 23:00:00
16.7,3.6,41,0.0,35,17,16.1,99.95,,,LegendNANA,2023-06-07 00:00:00
16.4,3.2,41,0.0,34,13,16.1,99.91,,,LegendNANA,2023-06-07 01:00:00
15.9,3.3,43,0.0,32,18,16.1,99.91,,,LegendNANA,2023-06-07 02:00:00
14.7,3.8,48,0.0,33,15,16.1,99.9,,,LegendNANA,2023-06-07 03:00:00
14.0,3.8,50,0.0,33,17,16.1,99.9,,,LegendNANA,2023-06-07 04:00:00
13.5,3.9,52,0.0,33,15,16.1,99.93,,,LegendNANA,2023-06-07 05:00:00
13.1,4.8,57,0.0,33,30,16.1,99.94,,,LegendNANA,2023-06-07 06:00:00
14.6,4.5,51,0.0,33,17,16.1,99.96,,,LegendNANA,2023-06-07 07:00:00
15.3,4.1,47,0.0,34,17,16.1,99.96,,,LegendNANA,2023-06-07 08:00:00
17.0,3.2,39,0.0,33,13,16.1,99.95,,,LegendNANA,2023-06-07 09:00:00
18.0,2.7,36,0.0,36,15,14.5,99.91,,,LegendNANA,2023-06-07 10:00:00
18.8,0.8,30,0.0,33,24,16.1,99.84,,,LegendNANA,2023-06-07 11:00:00
19.9,3.0,32,0.0,30,39,16.1,99.77,,,LegendNANA,2023-06-07 12:00:00
20.2,2.6,31,0.0,32,30,16.1,99.73,,,LegendNANA,2023-06-07 13:00:00
20.6,0.8,27,0.0,33,21,16.1,99.71,,,LegendNANA,2023-06-07 14:00:00
21.0,3.8,32,0.0,32,26,16.1,99.71,,,LegendNANA,2023-06-07 15:00:00
20.7,4.7,35,0.0,32,28,16.1,99.71,,,LegendNANA,2023-06-07 16:00:00
20.1,2.8,32,0.0,33,28,16.1,99.74,,,LegendNANA,2023-06-07 17:00:00
19.8,2.5,31,0.0,35,17,16.1,99.76,,,LegendNANA,2023-06-07 18:00:00
19.2,1.9,31,0.0,33,21,16.1,99.77,,,LegendNANA,2023-06-07 19:00:00
18.5,0.9,30,0.0,33,26,16.1,99.8,,,LegendNANA,2023-06-07 20:00:00
17.7,5.7,45,0.0,1,18,16.1,99.86,,,LegendNANA,2023-06-07 21:00:00
16.5,6.3,50,0.0,5,17,16.1,99.89,,,Rain,2023-06-07 22:00:00
14.6,9.7,72,0.0,8,8,16.1,99.88,,,LegendNANA,2023-06-07 23:00:00
14.5,9.8,73,0.0,21,5,16.1,99.84,,,LegendNANA,2023-06-08 00:00:00
14.5,10.8,78,0.0,LegendMM,4,16.1,99.81,,,LegendNANA,2023-06-08 01:00:00
16.1,5.9,51,0.0,33,9,16.1,99.79,,,LegendNANA,2023-06-08 02:00:00
16.0,7.2,55,0.0,36,8,16.1,99.77,,,LegendNANA,2023-06-08 03:00:00
15.9,7.6,57,0.0,35,13,16.1,99.79,,,LegendNANA,2023-06-08 04:00:00
15.4,8.6,64,0.0,31,13,16.1,99.83,,,LegendNANA,2023-06-08 05:00:00
15.5,8.6,63,0.0,32,13,16.1,99.87,,,LegendNANA,2023-06-08 06:00:00
15.9,8.8,62,0.0,2,11,16.1,99.92,,,LegendNANA,2023-06-08 07:00:00
16.7,9.2,61,0.0,LegendMM,5,16.1,99.94,,,LegendNANA,2023-06-08 08:00:00
17.0,8.7,58,0.0,LegendMM,8,16.1,99.92,,,LegendNANA,2023-06-08 09:00:00
15.8,9.6,67,0.0,17,11,16.1,99.91,,,LegendNANA,2023-06-08 10:00:00
16.5,9.3,62,0.0,18,11,16.1,99.91,,,LegendNANA,2023-06-08 11:00:00
16.4,9.9,65,0.0,14,15,16.1,99.92,,,LegendNANA,2023-06-08 12:00:00
16.5,10.7,68,0.0,16,13,16.1,99.89,,,LegendNANA,2023-06-08 13:00:00
15.6,10.5,71,0.0,9,8,16.1,99.94,,,Rain,2023-06-08 14:00:00
15.3,11.4,77,0.0,23,9,16.1,99.95,,,LegendNANA,2023-06-08 15:00:00
15.2,11.4,78,0.0,24,9,16.1,99.96,,,LegendNANA,2023-06-08 16:00:00
15.1,11.7,80,0.2,31,13,16.1,99.96,,,LegendNANA,2023-06-08 17:00:00
15.6,11.1,74,0.0,31,13,16.1,99.98,,,LegendNANA,2023-06-08 18:00:00
15.8,10.6,71,0.0,30,15,16.1,99.98,,,LegendNANA,2023-06-08 19:00:00
15.9,10.1,68,0.0,31,9,16.1,100.0,,,LegendNANA,2023-06-08 20:00:00
15.4,10.0,70,0.0,33,5,16.1,100.03,,,LegendNANA,2023-06-08 21:00:00
14.9,10.0,72,0.0,32,11,16.1,100.04,,,LegendNANA,2023-06-08 22:00:00
14.4,10.2,76,0.0,34,9,16.1,100.01,,,LegendNANA,2023-06-08 23:00:00
14.4,10.3,76,0.0,32,13,16.1,99.99,,,LegendNANA,2023-06-09 00:00:00
14.1,10.3,78,0.0,33,11,16.1,99.96,,,LegendNANA,2023-06-09 01:00:00
13.6,10.1,79,0.0,32,11,16.1,99.96,,,LegendNANA,2023-06-09 02:00:00
13.6,10.1,79,0.0,33,11,16.1,99.95,,,LegendNANA,2023-06-09 03:00:00
13.4,9.9,79,0.0,33,11,16.1,99.97,,,LegendNANA,2023-06-09 04:00:00
13.1,9.8,80,0.0,33,11,16.1,100.0,,,LegendNANA,2023-06-09 05:00:00
13.6,10.2,80,0.0,28,8,16.1,100.03,,,LegendNANA,2023-06-09 06:00:00
12.9,10.5,85,1.0,33,8,11.3,100.07,,,Rain,2023-06-09 07:00:00
13.2,11.4,89,0.5,31,9,16.1,100.05,,,LegendNANA,2023-06-09 08:00:00
13.4,12.0,91,0.5,30,9,9.7,100.05,,,"Rain, Fog",2023-06-09 09:00:00
14.8,12.5,86,1.0,30,15,16.1,100.05,,,LegendNANA,2023-06-09 10:00:00
15.5,12.6,83,0.0,31,15,16.1,100.06,,,LegendNANA,2023-06-09 11:00:00
17.0,12.5,75,0.0,31,17,16.1,100.03,,,LegendNANA,2023-06-09 12:00:00
17.9,11.9,68,0.0,32,13,16.1,99.97,,,LegendNANA,2023-06-09 13:00:00
19.6,12.0,61,0.0,33,17,16.1,99.9,,,LegendNANA,2023-06-09 14:00:00
20.5,11.7,57,0.0,33,9,16.1,99.86,,,LegendNANA,2023-06-09 15:00:00
20.8,11.4,55,0.0,30,11,16.1,99.85,,,LegendNANA,2023-06-09 16:00:00
21.0,9.7,48,0.0,32,32,16.1,99.83,,,LegendNANA,2023-06-09 17:00:00
21.2,8.8,45,0.0,33,15,16.1,99.82,,,LegendNANA,2023-06-09 18:00:00
21.1,9.0,46,0.0,35,8,16.1,99.86,,,LegendNANA,2023-06-09 19:00:00
20.1,8.9,48,0.0,32,9,16.1,99.87,,,LegendNANA,2023-06-09 20:00:00
17.2,13.6,79,0.0,19,8,16.1,99.91,,,LegendNANA,2023-06-09 21:00:00
16.8,13.4,80,0.0,8,11,16.1,99.94,,,LegendNANA,2023-06-09 22:00:00
16.8,13.3,80,0.0,11,13,16.1,99.92,,,LegendNANA,2023-06-09 23:00:00
16.6,12.8,78,0.0,11.0,5,16.1,99.86,,,LegendNANA,2023-06-10 00:00:00
15.0,14.1,94,0.0,25.0,9,14.5,99.83,,,LegendNANA,2023-06-10 01:00:00
14.8,14.5,98,0.0,27.0,8,6.4,99.82,,,Fog,2023-06-10 02:00:00
15.3,13.5,89,0.0,26.0,8,16.1,99.81,,,LegendNANA,2023-06-10 03:00:00
15.4,10.0,70,0.0,28.0,9,16.1,99.84,,,LegendNANA,2023-06-10 04:00:00
14.8,9.2,69,0.0,29.0,11,16.1,99.87,,,LegendNANA,2023-06-10 05:00:00
14.2,9.9,75,0.0,26.0,11,16.1,99.9,,,LegendNANA,2023-06-10 06:00:00
15.7,10.9,73,0.0,24.0,11,16.1,99.89,,,LegendNANA,2023-06-10 07:00:00
17.2,10.7,65,0.0,23.0,8,16.1,99.9,,,LegendNANA,2023-06-10 08:00:00
21.3,10.1,48,0.0,26.0,17,16.1,99.89,,,LegendNANA,2023-06-10 09:00:00
20.4,12.6,60,0.0,20.0,13,16.1,99.88,,,LegendNANA,2023-06-10 10:00:00
22.0,10.6,48,0.0,25.0,18,16.1,99.87,,,LegendNANA,2023-06-10 11:00:00
23.1,10.4,44,0.0,27.0,18,16.1,99.87,25.0,,LegendNANA,2023-06-10 12:00:00
21.1,12.2,57,0.0,19.0,17,16.1,99.86,,,LegendNANA,2023-06-10 13:00:00
23.6,11.0,45,0.0,17.0,15,16.1,99.85,25.0,,LegendNANA,2023-06-10 14:00:00
24.6,9.9,39,0.0,14.0,15,16.1,99.81,26.0,,LegendNANA,2023-06-10 15:00:00
23.8,10.6,43,0.0,13.0,17,16.1,99.77,25.0,,LegendNANA,2023-06-10 16:00:00
23.5,12.1,48,0.0,14.0,17,16.1,99.77,26.0,,LegendNANA,2023-06-10 17:00:00
